,year,artist.inverted,track,time,genre,date.entered,date.peaked,Weeks on Billboard,Top Billboard Rank
282,2000,"Hollister, Dave",Can't Stay,6:17,Rock,2000-03-25,2000-03-25,4,84.0
283,2000,Tamia,Can't Go For That,3:38,Rock,2000-09-16,2000-09-30,5,84.0
284,2000,LFO,West Side Story,3:27,Rock,2000-08-05,2000-08-12,4,84.0
285,2000,"Paisley, Brad",Me Neither,3:19,Country,2000-05-13,2000-05-20,4,85.0
286,2000,"Carter, Torrey",Take That,3:43,Rock,2000-06-24,2000-07-08,7,86.0
287,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,2000-09-02,2000-09-09,3,87.0
288,2000,Madison Avenue,Don't Call Me Baby,3:44,Electronica,2000-07-08,2000-09-16,20,88.0
289,2000,Eve,Got It All,3:48,Rap,2000-07-15,2000-07-22,5,88.0
290,2000,Limp Bizkit,Re-Arranged,4:08,Rock,1999-12-04,2000-02-05,18,88.0
291,2000,"Spencer, Tracie",Still In My Heart,4:11,Rock,2000-03-04,2000-03-11,3,88.0
292,2000,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,9,89.0
293,2000,Tamar,If You Don't Wanna Love Me,4:02,Rock,2000-03-25,2000-04-15,6,89.0
294,2000,"Levert, Gerald",Baby U Are,4:10,R&B,2000-08-19,2000-08-26,5,89.0
295,2000,"Hart, Beth",L.A. Song,3:47,Country,1999-11-27,2000-01-15,12,90.0
296,2000,"Diffie, Joe",The Quittin' Kind,3:23,Country,2000-01-01,2000-01-22,6,90.0
297,2000,Funkmaster Flex,Do You,4:14,Rap,2000-11-11,2000-12-02,7,91.0
298,2000,"Price, Kelly",Love Sets You Free,3:46,Rock,2000-05-13,2000-05-20,4,91.0
299,2000,En Vogue,Riddle,5:10,Rock,2000-06-17,2000-06-17,4,92.0
300,2000,"Herndon, Ty",No Mercy,4:43,Country,2000-03-18,2000-05-06,8,92.0
301,2000,Anastacia,I'm Outta Love,4:01,Pop,2000-04-01,2000-04-01,3,92.0
302,2000,Trina,Pull Over,2:58,Rap,2000-09-09,2000-09-16,4,93.0
303,2000,Lil' Mo,Ta Da,4:17,Rap,2000-08-12,2000-09-16,7,95.0
304,2000,A*Teens,Dancing Queen,3:44,Pop,2000-07-08,2000-07-29,5,95.0
305,2000,"Sheist, Shade",Where I Wanna Be,4:16,Rap,2000-11-11,2000-11-18,5,95.0
306,2000,De La Soul,All Good?,5:02,Rap,2000-12-23,2000-12-23,3,96.0
307,2000,"Larrieux, Amel",Get Up,4:02,R&B,2000-03-04,2000-03-11,3,97.0
308,2000,"Braxton, Toni",Spanish Guitar,4:24,Rock,2000-12-02,2000-12-02,3,98.0
309,2000,Tuesday,I Know,4:06,Rock,2000-12-30,2000-12-30,2,98.0
310,2000,LL Cool J,Imagine That,4:00,Rap,2000-08-12,2000-08-19,2,98.0
311,2000,Master P,Souljas,3:33,Rap,2000-11-18,2000-11-18,1,98.0
312,2000,Ghostface Killah,Cherchez LaGhost,3:04,R&B,2000-08-05,2000-08-05,1,98.0
313,2000,"Smith, Will",Freakin' It,3:58,Rap,2000-02-12,2000-02-12,4,99.0
314,2000,Zombie Nation,Kernkraft 400,3:30,Rock,2000-09-02,2000-09-02,2,99.0
315,2000,"Eastsidaz, The",Got Beef,3:58,Rap,2000-07-01,2000-07-01,2,99.0
316,2000,Fragma,Toca's Miracle,3:22,R&B,2000-10-28,2000-10-28,1,99.0
